county_site_id,parameter_code,date_local,arithmetic_mean
005-0004,61101,2000-04-29,4.316667
005-0004,61101,2000-04-30,2.866667
005-0004,61101,2000-05-01,3.316667
005-0004,61101,2000-05-02,3.545833
005-0004,61101,2000-05-03,3.916667
005-0004,61101,2000-05-04,3.183333
005-0004,61101,2000-05-05,5.216667
005-0004,61101,2000-05-06,3.370833
005-0004,61101,2000-05-07,3.050000
005-0004,61101,2000-05-08,3.162500
005-0004,61101,2000-05-09,3.770833
005-0004,61101,2000-05-10,4.004167
005-0004,61101,2000-05-11,3.729167
005-0004,61101,2000-05-12,2.862500
005-0004,61101,2000-05-13,3.412500
005-0004,61101,2000-05-14,4.141667
005-0004,61101,2000-05-15,4.112500
005-0004,61101,2000-05-16,3.916667
005-0004,61101,2000-05-17,3.100000
005-0004,61101,2000-05-18,3.170833
005-0004,61101,2000-05-19,3.170833
005-0004,61101,2000-05-20,3.287500
005-0004,61101,2000-05-21,2.891667
005-0004,61101,2000-05-22,3.087500
005-0004,61101,2000-05-23,3.641667
005-0004,61101,2000-05-24,3.650000
005-0004,61101,2000-05-25,4.525000
005-0004,61101,2000-05-26,3.575000
005-0004,61101,2000-05-27,4.400000
005-0004,61101,2000-05-28,3.170833
005-0004,61101,2000-05-29,4.137500
005-0004,61101,2000-05-30,3.022727
005-0004,61101,2000-05-31,4.337500
005-0004,61101,2000-06-01,2.954167
005-0004,61101,2000-06-02,3.100000
005-0004,61101,2000-06-03,2.983333
005-0004,61101,2000-06-04,2.475000
005-0004,61101,2000-06-05,3.079167
005-0004,61101,2000-06-06,3.520833
005-0004,61101,2000-06-07,4.639130
005-0004,61101,2000-06-08,7.129167
005-0004,61101,2000-06-09,4.358333
005-0004,61101,2000-06-10,4.354167
005-0004,61101,2000-06-11,3.083333
005-0004,61101,2000-06-12,3.879167
005-0004,61101,2000-06-13,3.458333
005-0004,61101,2000-06-14,3.645833
005-0004,61101,2000-06-15,5.741667
005-0004,61101,2000-06-16,5.912500
005-0004,61101,2000-06-17,2.962500
005-0004,61101,2000-06-18,4.491667
005-0004,61101,2000-06-19,4.691667
005-0004,61101,2000-06-20,3.095833
005-0004,61101,2000-06-21,2.625000
005-0004,61101,2000-06-22,3.300000
005-0004,61101,2000-06-23,2.895833
005-0004,61101,2000-06-24,3.687500
005-0004,61101,2000-06-25,3.866667
005-0004,61101,2000-06-26,3.950000
005-0004,61101,2000-06-27,3.429167
005-0004,61101,2000-06-28,3.316667
005-0004,61101,2000-06-29,2.858333
005-0004,61101,2000-06-30,4.308333
005-0004,61101,2000-07-01,4.270833
005-0004,61101,2000-07-02,4.137500
005-0004,61101,2000-07-03,6.612500
005-0004,61101,2000-07-04,3.145833
005-0004,61101,2000-07-05,3.929167
005-0004,61101,2000-07-06,4.320833
005-0004,61101,2000-07-07,3.554167
005-0004,61101,2000-07-08,4.254167
005-0004,61101,2000-07-09,4.820833
005-0004,61101,2000-07-10,4.266667
005-0004,61101,2000-07-11,2.554167
005-0004,61101,2000-07-12,2.879167
005-0004,61101,2000-07-13,3.354167
005-0004,61101,2000-07-14,2.670833
005-0004,61101,2000-07-15,3.058333
005-0004,61101,2000-07-16,4.450000
005-0004,61101,2000-07-17,4.312500
005-0004,61101,2000-07-18,4.191667
005-0004,61101,2000-07-19,3.633333
005-0004,61101,2000-07-20,2.833333
005-0004,61101,2000-07-21,2.754167
005-0004,61101,2000-07-22,3.329167
005-0004,61101,2000-07-23,3.808333
005-0004,61101,2000-07-24,2.583333
005-0004,61101,2000-07-25,2.679167
005-0004,61101,2000-07-26,3.720833
005-0004,61101,2000-07-27,3.462500
005-0004,61101,2000-07-28,2.529167
005-0004,61101,2000-07-29,2.666667
005-0004,61101,2000-07-30,2.775000
005-0004,61101,2000-07-31,2.408333
005-0004,61101,2000-08-01,2.770833
005-0004,61101,2000-08-02,3.283333
005-0004,61101,2000-08-03,4.500000
005-0004,61101,2000-08-04,5.037500
005-0004,61101,2000-08-05,3.008333
005-0004,61101,2000-08-06,3.004167
005-0004,61101,2000-08-07,3.283333
005-0004,61101,2000-08-08,3.145833
005-0004,61101,2000-08-09,3.041667
005-0004,61101,2000-08-10,3.983333
005-0004,61101,2000-08-11,2.950000
005-0004,61101,2000-08-12,2.441667
005-0004,61101,2000-08-13,3.362500
005-0004,61101,2000-08-14,2.725000
005-0004,61101,2000-08-15,4.658333
005-0004,61101,2000-08-16,2.429167
005-0004,61101,2000-08-17,3.554167
005-0004,61101,2000-08-18,5.508333
005-0004,61101,2000-08-19,4.829167
005-0004,61101,2000-08-20,2.862500
005-0004,61101,2000-08-21,2.237500
005-0004,61101,2000-08-22,3.962500
005-0004,61101,2000-08-23,4.591667
005-0004,61101,2000-08-24,3.387500
005-0004,61101,2000-08-25,3.220833
005-0004,61101,2000-08-26,2.404167
005-0004,61101,2000-08-27,2.758333
005-0004,61101,2000-08-28,2.554167
005-0004,61101,2000-08-29,3.008333
005-0004,61101,2000-08-30,2.904167
005-0004,61101,2000-08-31,3.241667
005-0004,61101,2000-09-01,4.362500
005-0004,61101,2000-09-02,4.700000
005-0004,61101,2000-09-03,2.475000
005-0004,61101,2000-09-04,3.141667
005-0004,61101,2000-09-05,3.933333
005-0004,61101,2000-09-06,2.683333
005-0004,61101,2000-09-07,2.837500
005-0004,61101,2000-09-08,4.566667
005-0004,61101,2000-09-09,2.941667
005-0004,61101,2000-09-10,4.029167
005-0004,61101,2000-09-11,2.887500
005-0004,61101,2000-09-12,2.362500
005-0004,61101,2000-09-13,2.191667
005-0004,61101,2000-09-14,2.308333
005-0004,61101,2000-09-15,2.300000
005-0004,61101,2000-09-16,3.308333
005-0004,61101,2000-09-17,4.158333
005-0004,61101,2000-09-18,2.525000
005-0004,61101,2000-09-19,3.300000
005-0004,61101,2000-09-20,2.937500
005-0004,61101,2000-09-21,2.858333
005-0004,61101,2000-09-22,4.637500
005-0004,61101,2000-09-23,5.195833
005-0004,61101,2000-09-24,2.162500
005-0004,61101,2000-09-25,2.475000
005-0004,61101,2000-09-26,2.254167
005-0004,61101,2000-09-27,2.258333
005-0004,61101,2000-09-28,1.937500
005-0004,61101,2000-09-29,2.250000
005-0004,61101,2000-09-30,2.591667
005-0004,61101,2000-10-01,3.525000
005-0004,61101,2000-10-02,2.641667
005-0004,61101,2000-10-03,2.275000
005-0004,61101,2000-10-04,2.304167
005-0004,61101,2000-10-05,2.170833
005-0004,61101,2000-10-06,2.491667
005-0004,61101,2000-10-07,6.487500
005-0004,61101,2000-10-08,2.737500
005-0004,61101,2000-10-09,2.095833
005-0004,61101,2000-10-10,3.745833
005-0004,61101,2000-10-11,3.412500
005-0004,61101,2000-10-12,3.650000
005-0004,61101,2000-10-13,3.941667
005-0004,61101,2000-10-14,2.204167
005-0004,61101,2000-10-15,2.690909
005-0004,61101,2000-10-16,2.529167
005-0004,61101,2000-10-17,2.237500
005-0004,61101,2000-10-18,2.029167
005-0004,61101,2000-10-19,2.437500
005-0004,61101,2000-10-20,2.220833
005-0004,61101,2000-10-21,4.300000
005-0004,61101,2000-10-22,3.091667
005-0004,61101,2000-10-23,3.495455
005-0004,61101,2000-10-24,2.716667
005-0004,61101,2000-10-25,3.575000
005-0004,61101,2000-10-26,2.479167
005-0004,61101,2000-10-27,2.758333
005-0004,61101,2000-10-28,2.000000
005-0004,61101,2000-10-29,3.383333
005-0004,61101,2000-10-30,3.341667
005-0004,61101,2000-10-31,5.154167
005-0004,61101,2000-11-01,2.833333
005-0004,61101,2000-11-02,2.262500
005-0004,61101,2000-11-03,2.516667
005-0004,61101,2000-11-04,3.400000
005-0004,61101,2000-11-05,2.850000
005-0004,61101,2000-11-06,3.675000
005-0004,61101,2000-11-07,2.729167
005-0004,61101,2000-11-08,2.320833
005-0004,61101,2000-11-09,1.920833
005-0004,61101,2000-11-10,2.100000
005-0004,61101,2000-11-11,2.454167
005-0004,61101,2000-11-12,2.637500
005-0004,61101,2000-11-13,2.183333
005-0004,61101,2000-11-14,2.925000
005-0004,61101,2000-11-15,2.641667
005-0004,61101,2000-11-16,2.462500
005-0004,61101,2000-11-17,2.233333
005-0004,61101,2000-11-18,2.258333
005-0004,61101,2000-11-19,1.991667
005-0004,61101,2000-11-20,1.770833
005-0004,61101,2000-11-21,1.562500
005-0004,61101,2000-11-22,1.912500
005-0004,61101,2000-11-23,2.108333
005-0004,61101,2000-11-24,2.320833
005-0004,61101,2000-11-25,2.004167
005-0004,61101,2000-11-26,2.379167
005-0004,61101,2000-11-27,2.791667
005-0004,61101,2000-11-28,2.170833
005-0004,61101,2000-11-29,2.629167
005-0004,61101,2000-11-30,2.908333
005-0004,61101,2000-12-01,2.975000
005-0004,61101,2000-12-02,2.087500
005-0004,61101,2000-12-03,1.900000
005-0004,61101,2000-12-04,1.925000
005-0004,61101,2000-12-05,1.866667
005-0004,61101,2000-12-06,2.016667
005-0004,61101,2000-12-07,1.850000
005-0004,61101,2000-12-08,1.608333
005-0004,61101,2000-12-09,3.120833
005-0004,61101,2000-12-10,2.766667
005-0004,61101,2000-12-11,2.450000
005-0004,61101,2000-12-12,2.129167
005-0004,61101,2000-12-13,3.795833
005-0004,61101,2000-12-14,6.225000
005-0004,61101,2000-12-15,6.525000
005-0004,61101,2000-12-16,2.387500
005-0004,61101,2000-12-17,3.945833
005-0004,61101,2000-12-18,2.241667
005-0004,61101,2000-12-19,2.754167
005-0004,61101,2000-12-20,2.541667
005-0004,61101,2000-12-21,2.154167
005-0004,61101,2000-12-22,2.191667
005-0004,61101,2000-12-23,2.104167
005-0004,61101,2000-12-24,2.700000
005-0004,61101,2000-12-25,3.208333
005-0004,61101,2000-12-26,2.458333
005-0004,61101,2000-12-27,2.141667
005-0004,61101,2000-12-28,1.754167
005-0004,61101,2000-12-29,2.125000
005-0004,61101,2000-12-30,2.283333
005-0004,61101,2000-12-31,1.983333
005-0004,61101,2001-01-01,2.083333
005-0004,61101,2001-01-02,2.070833
005-0004,61101,2001-01-03,2.191667
005-0004,61101,2001-01-04,2.283333
005-0004,61101,2001-01-05,2.000000
005-0004,61101,2001-01-06,1.937500
005-0004,61101,2001-01-07,1.783333
005-0004,61101,2001-01-08,1.941667
005-0004,61101,2001-01-09,2.179167
005-0004,61101,2001-01-10,2.420833
005-0004,61101,2001-01-11,2.304167
005-0004,61101,2001-01-12,2.591667
005-0004,61101,2001-01-13,2.512500
005-0004,61101,2001-01-14,2.091667
005-0004,61101,2001-01-15,2.208333
005-0004,61101,2001-01-16,2.470833
005-0004,61101,2001-01-17,2.183333
005-0004,61101,2001-01-18,2.329167
005-0004,61101,2001-01-19,2.183333
005-0004,61101,2001-01-20,2.512500
005-0004,61101,2001-01-21,2.037500
005-0004,61101,2001-01-22,2.233333
005-0004,61101,2001-01-23,1.925000
005-0004,61101,2001-01-24,2.154167
005-0004,61101,2001-01-25,2.245833
005-0004,61101,2001-01-26,2.366667
005-0004,61101,2001-01-27,2.400000
005-0004,61101,2001-01-28,2.233333
005-0004,61101,2001-01-29,2.029167
005-0004,61101,2001-01-30,2.066667
005-0004,61101,2001-01-31,1.995833
005-0004,61101,2001-02-01,1.866667
005-0004,61101,2001-02-02,2.425000
005-0004,61101,2001-02-03,1.966667
005-0004,61101,2001-02-04,1.762500
005-0004,61101,2001-02-05,3.004167
005-0004,61101,2001-02-06,2.562500
005-0004,61101,2001-02-07,2.841667
005-0004,61101,2001-02-08,2.183333
005-0004,61101,2001-02-09,2.279167
005-0004,61101,2001-02-10,2.025000
005-0004,61101,2001-02-11,2.341667
005-0004,61101,2001-02-12,2.266667
005-0004,61101,2001-02-13,1.829167
005-0004,61101,2001-02-14,2.920833
005-0004,61101,2001-02-15,2.045833
005-0004,61101,2001-02-16,1.983333
005-0004,61101,2001-02-17,2.025000
005-0004,61101,2001-02-18,2.162500
005-0004,61101,2001-02-19,2.212500
005-0004,61101,2001-02-20,4.691667
005-0004,61101,2001-02-21,2.037500
005-0004,61101,2001-02-22,2.525000
005-0004,61101,2001-02-23,2.191667
005-0004,61101,2001-02-24,2.370833
005-0004,61101,2001-02-25,3.533333
005-0004,61101,2001-02-26,2.295833
005-0004,61101,2001-02-27,2.858333
005-0004,61101,2001-02-28,2.837500
005-0004,61101,2001-03-01,2.545833
005-0004,61101,2001-03-02,2.329167
005-0004,61101,2001-03-03,2.500000
005-0004,61101,2001-03-04,2.716667
005-0004,61101,2001-03-05,2.695833
005-0004,61101,2001-03-06,2.900000
005-0004,61101,2001-03-07,2.462500
005-0004,61101,2001-03-08,2.437500
005-0004,61101,2001-03-09,2.512500
005-0004,61101,2001-03-10,3.204167
005-0004,61101,2001-03-11,4.716667
005-0004,61101,2001-03-12,2.333333
005-0004,61101,2001-03-13,3.950000
005-0004,61101,2001-03-14,5.816667
005-0004,61101,2001-03-15,3.212500
005-0004,61101,2001-03-16,3.608333
005-0004,61101,2001-03-17,2.879167
005-0004,61101,2001-03-18,2.512500
005-0004,61101,2001-03-19,3.408333
005-0004,61101,2001-03-20,3.566667
005-0004,61101,2001-03-21,2.862500
005-0004,61101,2001-03-22,2.600000
005-0004,61101,2001-03-23,3.020833
005-0004,61101,2001-03-24,3.175000
005-0004,61101,2001-03-25,2.975000
005-0004,61101,2001-03-26,3.237500
005-0004,61101,2001-03-27,3.908696
005-0004,61101,2001-03-28,3.854167
005-0004,61101,2001-03-29,4.041667
005-0004,61101,2001-03-30,3.533333
005-0004,61101,2001-03-31,2.962500
005-0004,61101,2001-04-01,3.391667
005-0004,61101,2001-04-02,5.037500
005-0004,61101,2001-04-03,2.291667
005-0004,61101,2001-04-04,2.929167
005-0004,61101,2001-04-05,2.587500
005-0004,61101,2001-04-06,2.950000
005-0004,61101,2001-04-07,4.841667
005-0004,61101,2001-04-08,2.495833
005-0004,61101,2001-04-09,3.670833
005-0004,61101,2001-04-10,3.579167
005-0004,61101,2001-04-11,3.883333
005-0004,61101,2001-04-12,3.475000
005-0004,61101,2001-04-13,4.387500
005-0004,61101,2001-04-14,2.995833
005-0004,61101,2001-04-15,3.320833
005-0004,61101,2001-04-16,2.916667
005-0004,61101,2001-04-17,3.500000
005-0004,61101,2001-04-18,5.325000
005-0004,61101,2001-04-19,5.466667
005-0004,61101,2001-04-20,4.900000
005-0004,61101,2001-04-21,2.775000
005-0004,61101,2001-04-22,3.537500
005-0004,61101,2001-04-23,2.654167
005-0004,61101,2001-04-24,2.958333
005-0004,61101,2001-04-25,2.891667
005-0004,61101,2001-04-26,3.058333
005-0004,61101,2001-04-27,4.436364
005-0004,61101,2001-04-28,7.300000
005-0004,61101,2001-04-29,3.812500
005-0004,61101,2001-04-30,6.150000
005-0004,61101,2001-05-01,5.395833
005-0004,61101,2001-05-02,5.554167
005-0004,61101,2001-05-03,6.970833
005-0004,61101,2001-05-04,3.995833
005-0004,61101,2001-05-05,3.975000
005-0004,61101,2001-05-06,3.083333
005-0004,61101,2001-05-07,2.687500
005-0004,61101,2001-05-08,3.066667
005-0004,61101,2001-05-09,3.583333
005-0004,61101,2001-05-10,3.545833
005-0004,61101,2001-05-11,2.808333
005-0004,61101,2001-05-12,3.316667
005-0004,61101,2001-05-13,5.754167
005-0004,61101,2001-05-14,5.795833
005-0004,61101,2001-05-15,4.125000
005-0004,61101,2001-05-16,3.262500
005-0004,61101,2001-05-17,2.795833
005-0004,61101,2001-05-18,3.433333
005-0004,61101,2001-05-19,3.066667
005-0004,61101,2001-05-20,5.470833
005-0004,61101,2001-05-21,3.400000
005-0004,61101,2001-05-22,2.658333
005-0004,61101,2001-05-23,2.712500
005-0004,61101,2001-05-24,3.012500
005-0004,61101,2001-05-25,2.958333
005-0004,61101,2001-05-26,3.500000
005-0004,61101,2001-05-27,3.441667
005-0004,61101,2001-05-28,3.362500
005-0004,61101,2001-05-29,4.075000
005-0004,61101,2001-05-30,2.879167
005-0004,61101,2001-05-31,2.650000
005-0004,61101,2001-06-01,3.362500
005-0004,61101,2001-06-02,3.729167
005-0004,61101,2001-06-03,4.941667
005-0004,61101,2001-06-04,4.100000
005-0004,61101,2001-06-05,3.462500
005-0004,61101,2001-06-06,2.966667
005-0004,61101,2001-06-07,3.091667
005-0004,61101,2001-06-08,3.412500
005-0004,61101,2001-06-09,3.541667
005-0004,61101,2001-06-10,4.100000
005-0004,61101,2001-06-11,3.866667
005-0004,61101,2001-06-12,3.554167
005-0004,61101,2001-06-13,3.166667
005-0004,61101,2001-06-14,3.562500
005-0004,61101,2001-06-15,3.891667
005-0004,61101,2001-06-16,3.745833
005-0004,61101,2001-06-17,3.616667
005-0004,61101,2001-06-18,2.908333
005-0004,61101,2001-06-19,2.787500
005-0004,61101,2001-06-20,3.316667
005-0004,61101,2001-06-21,2.937500
005-0004,61101,2001-06-22,3.275000
005-0004,61101,2001-06-23,5.600000
005-0004,61101,2001-06-24,5.087500
005-0004,61101,2001-06-25,2.566667
005-0004,61101,2001-06-26,3.458333
005-0004,61101,2001-06-27,3.800000
005-0004,61101,2001-06-28,3.104167
005-0004,61101,2001-06-29,2.754167
005-0004,61101,2001-06-30,2.279167
005-0004,61101,2001-07-01,3.037500
005-0004,61101,2001-07-02,2.987500
005-0004,61101,2001-07-03,2.558333
005-0004,61101,2001-07-04,2.787500
005-0004,61101,2001-07-05,3.520833
005-0004,61101,2001-07-06,3.762500
005-0004,61101,2001-07-07,3.183333
005-0004,61101,2001-07-08,3.241667
005-0004,61101,2001-07-09,4.000000
005-0004,61101,2001-07-10,3.704167
005-0004,61101,2001-07-11,4.975000
005-0004,61101,2001-07-12,3.608333
005-0004,61101,2001-07-13,4.891667
005-0004,61101,2001-07-14,4.962500
005-0004,61101,2001-07-15,4.545833
005-0004,61101,2001-07-16,5.891667
005-0004,61101,2001-07-17,4.204167
005-0004,61101,2001-07-18,3.912500
005-0004,61101,2001-07-19,3.683333
005-0004,61101,2001-07-20,4.362500
005-0004,61101,2001-07-21,5.183333
005-0004,61101,2001-07-22,2.695833
005-0004,61101,2001-07-23,3.108333
005-0004,61101,2001-07-24,2.912500
005-0004,61101,2001-07-25,2.966667
005-0004,61101,2001-07-26,4.179167
005-0004,61101,2001-07-27,4.300000
005-0004,61101,2001-07-28,4.883333
005-0004,61101,2001-07-29,3.645833
005-0004,61101,2001-07-30,4.900000
005-0004,61101,2001-07-31,3.183333
005-0004,61101,2001-08-01,3.679167
005-0004,61101,2001-08-02,3.358333
005-0004,61101,2001-08-03,4.662500
005-0004,61101,2001-08-04,4.504167
005-0004,61101,2001-08-05,2.829167
005-0004,61101,2001-08-06,2.404167
005-0004,61101,2001-08-07,2.620833
005-0004,61101,2001-08-08,2.637500
005-0004,61101,2001-08-09,7.062500
005-0004,61101,2001-08-10,2.641667
005-0004,61101,2001-08-11,3.887500
005-0004,61101,2001-08-12,3.725000
005-0004,61101,2001-08-13,3.429167
005-0004,61101,2001-08-14,2.775000
005-0004,61101,2001-08-15,4.454167
005-0004,61101,2001-08-16,3.033333
005-0004,61101,2001-08-17,2.762500
005-0004,61101,2001-08-18,3.275000
005-0004,61101,2001-08-19,2.991667
005-0004,61101,2001-08-20,4.637500
005-0004,61101,2001-08-21,4.383333
005-0004,61101,2001-08-22,2.995833
005-0004,61101,2001-08-23,3.725000
005-0004,61101,2001-08-24,2.958333
005-0004,61101,2001-08-25,2.429167
005-0004,61101,2001-08-26,2.225000
005-0004,61101,2001-08-27,2.166667
005-0004,61101,2001-08-28,2.225000
005-0004,61101,2001-08-29,2.675000
005-0004,61101,2001-08-30,3.070833
005-0004,61101,2001-08-31,3.320833
005-0004,61101,2001-09-01,3.687500
005-0004,61101,2001-09-02,2.862500
005-0004,61101,2001-09-03,2.483333
005-0004,61101,2001-09-04,3.804167
005-0004,61101,2001-09-05,5.279167
005-0004,61101,2001-09-06,3.966667
005-0004,61101,2001-09-07,4.250000
005-0004,61101,2001-09-08,2.491667
005-0004,61101,2001-09-09,2.741667
005-0004,61101,2001-09-10,2.691667
005-0004,61101,2001-09-11,2.429167
005-0004,61101,2001-09-12,3.945833
005-0004,61101,2001-09-13,3.383333
005-0004,61101,2001-09-14,2.795833
005-0004,61101,2001-09-15,2.750000
005-0004,61101,2001-09-16,3.054167
005-0004,61101,2001-09-17,3.041667
005-0004,61101,2001-09-18,2.508333
005-0004,61101,2001-09-19,2.962500
005-0004,61101,2001-09-20,2.733333
005-0004,61101,2001-09-21,2.308333
005-0004,61101,2001-09-22,2.375000
005-0004,61101,2001-09-23,2.058333
005-0004,61101,2001-09-24,2.012500
005-0004,61101,2001-09-25,3.241667
005-0004,61101,2001-09-26,2.791667
005-0004,61101,2001-09-27,3.041667
005-0004,61101,2001-09-28,3.812500
005-0004,61101,2001-09-29,3.045833
005-0004,61101,2001-09-30,2.204167
005-0004,61101,2001-10-01,2.641667
005-0004,61101,2001-10-02,2.691667
005-0004,61101,2001-10-03,2.145833
005-0004,61101,2001-10-04,3.270833
005-0004,61101,2001-10-05,3.475000
005-0004,61101,2001-10-06,1.912500
005-0004,61101,2001-10-07,3.662500
005-0004,61101,2001-10-08,2.529167
005-0004,61101,2001-10-09,3.300000
005-0004,61101,2001-10-10,2.508333
005-0004,61101,2001-10-11,4.312500
005-0004,61101,2001-10-12,3.270833
005-0004,61101,2001-10-13,5.137500
005-0004,61101,2001-10-14,4.700000
005-0004,61101,2001-10-15,2.266667
005-0004,61101,2001-10-16,1.787500
005-0004,61101,2001-10-17,3.150000
005-0004,61101,2001-10-18,2.475000
005-0004,61101,2001-10-19,2.166667
005-0004,61101,2001-10-20,2.129167
005-0004,61101,2001-10-21,1.983333
005-0004,61101,2001-10-22,3.187500
005-0004,61101,2001-10-23,7.004167
005-0004,61101,2001-10-24,2.954167
005-0004,61101,2001-10-25,1.891667
005-0004,61101,2001-10-26,1.816667
005-0004,61101,2001-10-27,2.404167
005-0004,61101,2001-10-28,2.183333
005-0004,61101,2001-10-29,1.725000
005-0004,61101,2001-10-30,4.408333
005-0004,61101,2001-10-31,2.920833
005-0004,61101,2001-11-01,2.366667
005-0004,61101,2001-11-02,2.779167
005-0004,61101,2001-11-03,2.633333
005-0004,61101,2001-11-04,1.779167
005-0004,61101,2001-11-05,2.425000
005-0004,61101,2001-11-06,3.275000
005-0004,61101,2001-11-07,3.395833
005-0004,61101,2001-11-08,2.266667
005-0004,61101,2001-11-09,1.945833
005-0004,61101,2001-11-10,1.929167
005-0004,61101,2001-11-11,1.783333
005-0004,61101,2001-11-12,1.983333
005-0004,61101,2001-11-13,2.529167
005-0004,61101,2001-11-14,1.987500
005-0004,61101,2001-11-15,2.200000
005-0004,61101,2001-11-16,2.479167
005-0004,61101,2001-11-17,2.054167
005-0004,61101,2001-11-18,2.583333
005-0004,61101,2001-11-19,2.662500
005-0004,61101,2001-11-20,2.420833
005-0004,61101,2001-11-21,3.141667
005-0004,61101,2001-11-22,4.450000
005-0004,61101,2001-11-23,3.075000
005-0004,61101,2001-11-24,2.550000
005-0004,61101,2001-11-25,2.179167
005-0004,61101,2001-11-26,2.041667
005-0004,61101,2001-11-27,2.166667
